semantic_contract_version,url,source,source_country,published_at,discovered_via,title,regex_relevance_decision,pipeline_final_stage,prefilter_status,rejection_reason,semantic_model_text,semantic_text_sha256,semantic_text_chars,semantic_text_truncated,original_text_length,extraction_strategy,event_region,event_locality,event_object,event_problem,event_signature
1.0,https://tech.onliner.by/2026/09/04/iphone-ultra-mozhet-ne-xvatit-na-vsex-prichina-v-pridirchivosti-apple,Onlíner,Беларусь,2026-09-04T14:47:18+00:00,feed:https://www.onliner.by/feed | homepage,iPhone Ultra может не хватить на всех. Причина — в придирчивости Apple - Технологии Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: iPhone Ultra может не хватить на всех. Причина — в придирчивости Apple - Технологии Onlíner
SUMMARY: Сейчас в Apple прилагают все усилия для наращивания объемов создания складных iPhone Ultra. Сообщается, что на данный момент производство «раскладушек» Apple ограничено всего несколькими сотнями единиц в день. Главная причина якобы кроется в чрезвычайно высоких стандартах контроля качества компании. Читать далее…
TEXT: Сейчас в Apple прилагают все усилия для наращивания объемов создания складных iPhone Ultra. Сообщается, что на данный момент производство «раскладушек» Apple ограничено всего несколькими сотнями единиц в день. Главная причина якобы кроется в чрезвычайно высоких стандартах контроля качества компании. Ранее в издании Nikkei Asia заявили о том, что Apple планирует выпустить от 8 до 10 миллионов складных iPhone в этом году. Сейчас один из менеджеров по цепочке поставок сообщил журналистам, что у Apple очень высокие требования к качеству гаджетов и в августе компания провела дополнительный пробный запуск перед началом фактического производства складных смартфонов: — Однако наращивание производства происходит медленно, и в конце августа объем выпуска составляет всего несколько сотен единиц в день. Удовлетворение рыночного спроса на этом первоначальном объеме может оказаться сложной задачей. Напомним, что iPhone Ultra покажут 9 сентября. Ожидается, что за девайс попросят от 2 до 2,5 тысячи долларов. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",fe47a0b516ffa181d052d9a9a67fc014f27d6c9f3cbe85379f8a1daff48a3d59,1736,false,1307,generic_html,,,,,
1.0,https://auto.onliner.by/2026/09/05/bmw-alpina,Onlíner,Беларусь,2026-09-05T05:00:49+00:00,feed:https://www.onliner.by/feed | homepage,«Альпийская» перезагрузка: какими будут автомобили BMW Alpina? - Авто Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: «Альпийская» перезагрузка: какими будут автомобили BMW Alpina? - Авто Onlíner
SUMMARY: Alpina хорошо известна в первую очередь поклонникам «прокачанных» BMW. Теперь же эта некогда независимая компания окончательно превратилась в подразделение баварского автогиганта, которое будет выступать в люксовом сегменте, — его главными конкурентами станут Bentley и Mercedes-Maybach. На будущее развитие модельной гаммы знаменитого бренда намекнул эффектный концепт Vision BMW Alpina. Читать далее…
TEXT: Alpina хорошо известна в первую очередь поклонникам «прокачанных» BMW. Теперь же эта некогда независимая компания окончательно превратилась в подразделение баварского автогиганта, которое будет выступать в люксовом сегменте, — его главными конкурентами станут Bentley и Mercedes-Maybach. На будущее развитие модельной гаммы знаменитого бренда намекнул эффектный концепт Vision BMW Alpina. До недавнего времени частная компания Alpina из баварского города Бухлоэ являлась, по сути, тюнинг-ателье, которое специализировалось на доработке автомобилей BMW. «Альпинисты» занимались не только внешностью и интерьером, но и шасси и силовыми установками, улучшая технические параметры серийных машин. Причем специалисты этой маленькой, но гордой фирмы настолько поднаторели в моторостроении, что уже сама BMW привлекала их для проектирования и доводки некоторых своих двигателей. Эта история началась в 1960-х в тихой баварской провинции. Молодому Буркарду Бовензипену предстояла карьера на предприятии отца в Кауфбойрене, производившем пишущие машинки под маркой Alpina. Но судьба распорядилась иначе — Буркард решил начать свое дело. В 1962 году он предложил комплект для форсировки мотора BMW 1500 из легендарного семейства Neue Klasse — благодаря ему мощность 1,5-литровой «четверки» увеличивалась на 10 л. с. (до 90 л. с.). Эксперимент Бовензипена оценили не только клиенты, но и производитель — на доработанные машины по-прежнему распространялась заводская гарантия. Предприимчивый немец, что называется, вошел во вкус и в 1965 году зарегистрировал собственную компанию, которая начала деятельность под той же «вывеской», что и отцовская фабрика по выпуску печатных машинок. Логотип Alpina украшает не только дорожные автомобили — новоиспеченная компания активно участвовала и в автоспорте, заручившись финансовой поддержкой BMW. Бовензипену удалось сформировать полноценную команду, которая в 1970-е годы весьма успешно выступала в кузовных гонках, марафонах на выносливость и ралли. На новый уровень Alpina вышла в 1983 году, получив в Германии официальный статус автопроизводителя с правом присвоения собственных VIN-номеров (как, к слову, и Brabus , также зарегистрированная в качестве самостоятельного автопроизводителя). А еще с 1979 года компания занимается винным бизнесом, хотя собственных виноградников у «альпинистов» нет — подразделение Alpina Wein покупает редкие вина у небольших проверенных виноделен, кладет бутылки в погреб, а через некоторое время распродает их. В 2022 году бренд Alpina был продан BMW, однако распоряжаться маркой по своему усмотрению концерн смог не сразу — вплоть до 1 января текущего года тюнинг- кузница баварских автомобилей работала в прежнем формате. Сейчас семейной фабрикой в Бухлоэ управляют сыновья Буркарда Бовензипена — братья Флориан и Андреас. Ведомая ими компания работает уже под новым названием — Bovensiepen Automobile. Ее основная деятельность — выпуск мелкосерийных моделей под собственной маркой и без логотипов BMW на кузове. Первенцем стало купе на основе четвертой серии с дизайном от Zagato. Новая «альпийская» глава Двухдверку Bovensiepen представили прошлой весной на конкурсе элегантности Villa D’Este в Италии. А в этом году на берегу озера Комо публике впервые показали большое роскошное купе Vision BMW Alpina. Vision BMW Alpina Vision BMW Alpina Vision BMW Alpina Это программный концепт-кар, проливающий свет на дизайн будущих серийных моделей уже дочерней люксовой марки баварского автогиганта. Бренд Alpina маркетологи намерены позиционировать между BMW и Rolls-Royce — это будет ответ баварцев моделям суббренда Mercedes-Maybach. Vision BMW Alpina Vision BMW Alpina Увы, но BMW не опубликовала никаких технических характеристик купе. Известно, что длина кузова составляет 5,2 метра, то есть новинка на 20 см короче нынешнего седана седьмой серии, на базе которого, по всей видимости, шоу-кар и создан. Под длинным капотом скрывается двигатель V8. На машине установлены колеса диаметром 22 дюйма спереди и 23 дюйма сзади. Vision BMW Alpina Vision BMW Alpina В салоне Vision BMW Alpina — четыре раздельных кресла. Для отделки использованы натуральная кожа и накладки из дерева с естественной текстурой. Передняя панель с парой дисплеев со скошенными углами выполнена в том же стиле, что и у свежих моделей баварской марки. Продажей Alpina новой эпохи займутся специально отобранные дилеры BMW, которые оборудуют в шоу-румах отдельную зону. Первая серийная модель появится в следующем году. Как ожидается, это будет седан, основанный на недавно обновленной «семерке» и со стартовой ценой около 200 тысяч евро. Клиентам обещают широкий набор опций, а также собственную программу индивидуализации, включая изготовленные по спецзаказу отделочные материалы и различные варианты внешнего оформления. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Перепечатка текста и фотографий Onlíner без разрешения редакции запрещена. ga@onliner.by Двухдверку Bovensiepen представили прошлой весной на конкурсе элегантности Villa D’Este в Италии. А в этом году на берегу озера Комо публике впервые показали большое роскошное купе Vision BMW Alpina. Это программный концепт-кар, проливающий свет на дизайн будущих серийных моделей уже дочерней люксовой марки баварского автогиганта. Бренд Alpina маркетологи намерены позиционировать между BMW и Rolls-Royce — это будет ответ баварцев моделям суббренда Mercedes-Maybach. Vision BMW Alpina Vision BMW Alpina Увы, но BMW не опубликовала никаких технических характеристик купе. Известно, что длина кузова составляет 5,2 метра, то есть новинка на 20 см короче нынешнего седана седьмой серии, на базе которого, по всей видимости, шоу-кар и создан. Под длинным капотом скрывается двигатель V8. На машине установлены колеса диаметром 22 дюйма спереди и 23 дюйма сзади. Vision BMW Alpina Vision BMW Alpina В салоне Vision BMW Alpina — четыре раздельных кресла. Для отделки использованы натуральная кожа и накладки из дерева с естественной текстурой. Передняя панель с парой дисплеев со скошенными углами выполнена в том же стиле, что и у свежих моделей баварской марки. Продажей Alpina новой эпохи займутся специально отобранные дилеры BMW, которые оборудуют в шоу-румах отдельную зону. Первая серийная модель появится в следующем году. Как ожидается, это будет седан, основанный на недавно обновленной «семерке» и со стартовой ценой около 200 тысяч евро. Клиентам обещают широкий набор опций, а также собственную программу индивидуализации, включая изготовленные по спецзаказу отделочные материалы и различные варианты внешнего оформления. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Перепечатка текста и фотографий Onlíner без разрешения редакции запрещена. ga@onliner.by Увы, но BMW не опубликовала никаких технических характеристик купе. Известно, что длина кузова составляет 5,2 метра, то есть новинка на 20 см короче нынешнего седана седьмой серии, на базе которого, по всей видимости, шоу-кар и создан. Под длинным капотом скрывается двигатель V8. На машине установлены колеса диаметром 22 дюйма спереди и 23 дюйма сзади. Vision BMW Alpina Vision BMW Alpina В салоне Vision BMW Alpina — четыре раздельных кресла. Для отделки использованы натуральная кожа и накладки из дерева с естественной текстурой. Передняя панель с парой дисплеев со скошенными углами выполнена в том же стиле, что и у",aaf6ec6186cb5a97855cd2b79054035677be51227915e3373ee3dd692a4bda4d,7998,true,9211,generic_html,,,,,
1.0,https://people.onliner.by/2026/09/05/zhizn-na-kamchatke,Onlíner,Беларусь,2026-09-05T05:00:36+00:00,feed:https://www.onliner.by/feed | homepage,«В сезон можно зарабатывать на рыбе больше 10 000 в месяц». Белоруска о жизни на Камчатке - Люди Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: «В сезон можно зарабатывать на рыбе больше 10 000 в месяц». Белоруска о жизни на Камчатке - Люди Onlíner
SUMMARY: Камчатка — это, конечно, полуостров. Но местные с вами не согласятся. Камчадалы живут так, словно они на острове, оторваны от цивилизации, существуют в другом измерении. Вид на вулканы из окна собственной кухни, полеты в Долину гейзеров вместо выпускного, разговоры косаток в Авачинской бухте… Возможно, Камчатка — это самое красивое место на свете. И одновременно самое трудное. Тот, кто пережил землетрясение в 8,8 балла или был заметен снегом до второго этажа, кое-что знает о ничтожности человека перед природой. Жизнь на Камчатке — удел сильных людей. И одна из них — Дина Шеболдаева. О работе с косатками, «домашних» вулканах, зарплатах и помидорах по 23 рубля читайте в новом выпуске совместного с Betera спецпроекта «Вот это вас занесло!» . Читать далее…
TEXT: Камчатка — это, конечно, полуостров. Но местные с вами не согласятся. Камчадалы живут так, словно они на острове, оторваны от цивилизации, существуют в другом измерении. Вид на вулканы из окна собственной кухни, полеты в Долину гейзеров вместо выпускного, разговоры косаток в Авачинской бухте… Возможно, Камчатка — это самое красивое место на свете. И одновременно самое трудное. Тот, кто пережил землетрясение в 8,8 балла или был заметен снегом до второго этажа, кое-что знает о ничтожности человека перед природой. Жизнь на Камчатке — удел сильных людей. И одна из них — Дина Шеболдаева. О работе с косатками, «домашних» вулканах, зарплатах и помидорах по 23 рубля читайте в новом выпуске совместного с Betera спецпроекта «Вот это вас занесло!» . Дина Шеболдаева родилась в Борисове, в семье офицера флота, но 1993 год застал ее во Владивостоке. Именно тогда в кинотеатрах показывали «Освободите Вилли» — фильм, который навсегда изменил 6-летнюю Дину. — Все миллениалы, уверена, помнят, как мальчик Джесси спасает косатку Вилли. В тот день после просмотра я сказала маме, что буду заниматься китами, — вспоминает наша героиня. Но семья вернулась в Беларусь, Дина пошла в школу в Борисове, а потом в педагогический университет в Минске — и простора для спасения косаток не наблюдалось. Зато девушка сделала впечатляющую карьеру в IT — от простого рекрутера до HR-директора. — Мечта работать с косатками всегда оставалась со мной. И когда я стала зарабатывать хорошие деньги, то начала искать возможности. Так я узнала про Far East Russia Orca Project — научный проект по изучению косаток на Дальнем Востоке, который работает с 1999 года. А еще — про Kamchatka Freeride Community. В 2021 году я прилетела на Камчатку впервые за более чем 30 лет. Да, я бывала там в детстве в гостях, но лишь смутно помнила вулканы и горячие источники. Теперь меня ждали пять дней в Тихом океане вместе с учеными-биологами. Наша задача — наблюдать за животными, но без цели их обидеть. Океан — это безумно красиво. Все живут в палатках, без связи с внешним миром, восемь часов мерзнут в лодке, чтобы иметь хотя бы один шанс из ста встретить косатку… Это того стоит! Так я стала летать на Камчатку каждое лето. А в 2023 году, в очередной раз оказавшись на мысе Зеленом, узнала, что в компании освобождается место руководителя отдела продаж. Дальше все было просто: «Я Дина, хочу с вами работать». — «Ну, смело, смело». И меня приняли! Вот так в октябре 2023 года Дина обнаружила себя с тремя чемоданами и билетом в одну сторону в аэропорту Петропавловска-Камчатского. Комфортный мир столичной белорусской «айтишечки» она поменяла на вулканические поля. — У меня не было иллюзий. Я понимала, что такое Петропавловск-Камчатский: серый город, требующий заботливого хозяина, он не имеет такой инфраструктуры, как Минск. Географически Камчатка — это полуостров, но де-факто — остров. Сюда ведут только два пути: по воздуху и по морю. И это определяет многое. Например, плитку могут класть полгода, потому что материалы не привезли с материка или, допустим, начался циклон и все завалило снегом. Но за пять лет, что я наблюдаю город, сделано реально много. Местные, конечно, со мной не согласятся, они всегда недовольны. Например, бизнесы Камчатки объявили флешмоб: убрать озеро Култучное в центре города. Большинство страдали в соцсетях, а 40 человек, включая меня и коллег, откликнулись. Есть люди, которые просто ноют и ничего не делают. А есть такие, которые берут и делают. И это касается не только Камчатки. Петропавловск-Камчатский, может быть, не такой красивый город, зато он способен выдержать любое землетрясение. Когда выходишь из самолета в новеньком аэропорту имени Витуса Беринга (модный проект итальянского архитектора , между прочим), тебя встречают «домашние» вулканы. Прямо на взлетной полосе видны Коряка, Авача и Козеля — так местные ласково называют Корякский, Авачинский и Козельский вулканы. У этой духозахватывающей красоты, к сожалению, есть своя цена — 7 тыс. землетрясений в год. 30 июля 2025 года Дина помнит чуть ли не по минутам. В 11:27 в Петропавловске-Камчатском началось землетрясение магнитудой 8,8 балла. Белорусам подобные цифры мало что скажут. Просто знайте: это самое сильное землетрясение на Камчатке за последние 70 с лишним лет. — В тот день я сидела дома, на четвертом этаже, работала за ноутом — обычный день менеджера по туризму. Начало трясти. Думаю: ну, афтершок — и работаю себе дальше. А на столе у меня лежат на подставке бусины — лайфхак, чтобы оценивать силу землетрясения. И я гляжу: бусины покатились. Буквально через пять секунд раздается мощный гул снизу, словно едет поезд с грудой металла, дом начинает содрогаться, в кухонном шкафчике дребезжит посуда, и я понимаю: ну все. Пытаюсь идти, держась за стены коридора, а меня шатает в разные стороны. Все трясет, шкаф-купе уехал в лучшую жизнь, люстра раскачивается на эмоциональных качелях… Дина пытается отшучиваться, но журналисты Onlíner, которым довелось пережить землетрясение, могут заверить: это момент звериного ужаса. Безжалостность природы в сыром виде. — Звук землетрясения — это ни с чем не сравнимая штука. Слышно, как стены начинают скрежетать… В итоге я выбежала в кроссовках на улицу, — вспоминает Дина. — Все соседи поступили так же, отошли подальше: а вдруг дом сложится, как в Турции в 2023-м?.. Началась вторая волна. Помню, как наклонилась, чтобы поправить шнурок, а земля вообще не держит. Машины, которые стояли на ручнике, срываются и уезжают. Все дребезжит. Асфальт ходит волнами. Это правда страшно. Я не боюсь землетрясений, но тогда мне стало не по себе. Началась паника, весь Петропавловск встал на выезд из города. Давка, очереди на заправках… Трясло практически каждые 15 минут. МЧС сделало рассылку: пожалуйста, не оставайтесь ночью в квартирах. Многие ходили по городу до утра, сидели у воды, ставили палатки прямо на улице. Но ни одно здание не разрушилось! Ни один человек не погиб. Только в аэропорту пострадала женщина, но травмы оказались легкими. Город показал себя именно в критической ситуации, потому что даже для бывалых камчадалов это серьезное дело. Потом на протяжении нескольких месяцев трясло практически каждый день. Эпицентр землетрясений всегда в Тихом океане, а до Петропавловска-Камчатского долетает только волна. Поэтому нам относительно везет. Мы живем в сейсмоактивном регионе — ты либо принимаешь это, либо нет. Как правило, у каждого жителя Камчатки в шкафу стоит тревожный чемоданчик. Представьте себе паблик, где — рутинное дело — весь город начинает переписываться ночью: «Где тряхнуло?», «Что у вас?», «Сколько баллов?». Обычный день на Камчатке. — Вулканы — живые. Разные. Абсолютно каждый — со своей историей. Если сесть в самолете с левого борта, то Коряка, Авача и Козеля будут встречать тебя на подлете к Камчатке. Я только что рассказывала вам тревожные истории, но Камчатонька — это сердечко мое. Она глубоко укоренилась внутри, проросла вулканическими полями. Наверняка этой зимой вы видели в соцсетях «веселые» рилс из Петропавловска-Камчатского. Многие решили, что их сгенерировал искусственный интеллект: ну не могут же, в самом деле, люди раскапывать",ccdbe9f4214ae601ad101eccb19a12c89940412307a1bf95f5a9b84b7e43bcbe,7997,true,17687,generic_html,,,труд/оплата труда,,
1.0,https://money.onliner.by/2026/09/04/kofe-po-cene-kabachka-v-minske-menyayut-glavnyj-sezonnyj-ovoshh-na-napitok,Onlíner,Беларусь,2026-09-04T14:25:54+00:00,feed:https://www.onliner.by/feed | homepage,«Как будто размножаются почкованием». В кофейню все несут и несут кабачки в обмен на кофе - Кошелек Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: «Как будто размножаются почкованием». В кофейню все несут и несут кабачки в обмен на кофе - Кошелек Onlíner
SUMMARY: Минская кофейня «Ван Гог» объявила необычную акцию, предложив клиентам принести кабачок, а взамен получить бесплатный капучино или американо размера S. Пользователи интересовались, можно ли принести патиссон, будет ли кофе на кабачковом молоке, можно ли прийти со своим кофе и обменять на кабачок. Кто-то решил, что «тариф выгодный», ведь кабачок в магазине стоит 4 рубля, а кофе — 5—12 рублей. Шутки шутками, но кофейню теперь можно называть «Ван Кабачок» — в заведение уже принесли около 50 кг овоща. Читать далее…
TEXT: Минская кофейня «Ван Гог» объявила необычную акцию, предложив клиентам принести кабачок, а взамен получить бесплатный капучино или американо размера S. Пользователи интересовались, можно ли принести патиссон, будет ли кофе на кабачковом молоке, можно ли прийти со своим кофе и обменять на кабачок. Кто-то решил, что «тариф выгодный», ведь кабачок в магазине стоит 4 рубля, а кофе — 5—12 рублей. Шутки шутками, но кофейню теперь можно называть «Ван Кабачок» — в заведение уже принесли около 50 кг овоща. Арт-менеджер пространства Лия рассказала журналисту Onlíner, что подобную акцию в кофейне проводят впервые. Идея принадлежит учредителю, хотя сотрудники поначалу слегка сомневались: по слухам, урожай в этом году не слишком большой. А на самом деле корзинки с осенним овощем в кофейне не успевают опустошать. — Только отвернешься, снова полная. Они почкованием размножаются, не иначе, — с улыбкой делится Лия. — Уже и другие кофейни подхватили идею — например, принимают тыквы. Весь собранный с 1 сентября урожай хранится в сухом прохладном месте. Стал известен ответ на самый частый вопрос посетителей кофейни, что же будет с кабачками. Сегодня вечером стартует бесплатная раздача пирога из осеннего овоща. — В четыре руки переработали около 10—12 кг кабачков. Ушло на это часов пять, — рассказывает, как прошла ночь, директор заведения Полина. — Получилось 5 сладких пирогов, 4 несладких и 2 кастрюли оладушек. Надеемся, хватит всем желающим. Оставшиеся после акции кабачки, по словам девушек, станут угощением для альпак, которые живут в Радошковичах. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",87eb22ef8c3bce56d0e9b3f4e41de7889ae1ee9a37d1723a74adb00130a1ea84,2503,false,1856,generic_html,,,магазин/торговля,,
1.0,https://sport.onliner.by/2026/09/04/sobolenko-vyshla-v-1-8-finala-us-open-ne-proigrav-ni-odnogo-seta,Onlíner,Беларусь,2026-09-04T17:38:47+00:00,feed:https://www.onliner.by/feed | homepage,«Кто-то курит травку». Соболенко попросила остановить матч из-за сильного запаха - Спорт Onlíner,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: «Кто-то курит травку». Соболенко попросила остановить матч из-за сильного запаха - Спорт Onlíner
SUMMARY: Первая ракетка мира Арина Соболенко продолжает борьбу за третий подряд титул на US Open. В матче третьего круга белоруска обыграла представительницу Узбекистана Камиллу Рахимову. Читать далее…
TEXT: Первая ракетка мира Арина Соболенко продолжает борьбу за третий подряд титул на US Open. В матче третьего круга белоруска обыграла представительницу Узбекистана Камиллу Рахимову. Встреча завершилась в двух сетах — 6:3, 6:4. На корте теннисистки провели 1 час 28 минут. Таким образом, за три матча нынешнего турнира Соболенко пока не отдала соперницам ни одного сета. Самое любопытное событие матча связана отнюдь не с теннисом. Ведя по ходу встречи со счетом 3:0, Арина подошла к судье на вышке и сказала: «Кто-то курит марихуану. Вы не могли бы [что-то сделать]… А то запах очень сильный» . В итоге игра продолжилась, и белоруска одержала победу. С Рахимовой Соболенко до этого встречалась трижды и каждый раз побеждала. Теперь счет в их личном противостоянии — 4:0 в пользу Арины. За выход в четвертьфинал Арина сыграет с американкой Тейлор Таунсенд, которая в предыдущем раунде победила россиянку Диану Шнайдер. Напомним, Соболенко выиграла два предыдущих US Open — в 2024 и 2025 годах. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",7377e1e7d3044bfc557646f2560b9f88a5d2b947f413fb30ea6097c86957498d,1451,false,1139,generic_html,,,озеленение/покос,,
1.0,https://people.onliner.by/2026/09/04/postavili-nadgrobnuyu-lavochku,Onlíner,Беларусь,2026-09-04T13:00:43+00:00,feed:https://www.onliner.by/feed | homepage,«Надгробие». Новая лавочка в брестском парке вызвала ажиотаж в соцсетях - Люди Onlíner,REJECT,relevance_rejected,possible,Editorial Intent: эстетическая реакция без функциональной проблемы,"TITLE: «Надгробие». Новая лавочка в брестском парке вызвала ажиотаж в соцсетях - Люди Onlíner
SUMMARY: В одном из парков Бреста заметили странную лавочку. Она собрана из двух гранитных плит, по бокам — емкости, похожие то ли на урны, то ли на подставки для цветов. Внешний вид конструкции мгновенно навевает кладбищенские ассоциации, при этом на спинке красуется душевная, вызывающая легкий диссонанс подпись: «Теплая лавочка». Читать далее…
TEXT: В одном из парков Бреста заметили странную лавочку. Она собрана из двух гранитных плит, по бокам — емкости, похожие то ли на урны, то ли на подставки для цветов. Внешний вид конструкции мгновенно навевает кладбищенские ассоциации, при этом на спинке красуется душевная, вызывающая легкий диссонанс подпись: «Теплая лавочка». Горожане и пользователи соцсетей тут же начали упражняться в черном остроумии. «Надгробие», «Мини-крематорий, конечно, тепленько», «Когда остыл и по-другому уже не согреть», «С видом скорби», «Оградка где?» — примерно такие комментарии появились в Threads. Некоторые просто оказались шокированными видом лавочки и начали требовать ее убрать. На лавочке написано, что ее установила компания «Каменный двор». Фирма действительно занимается ритуальными услугами — изготовлением памятников и гранитных оград. Это частично объясняет дизайн подаренного городу объекта, но все же вызывает вопрос, должна ли презентация продукции быть настолько буквальной. Журналист Onlíner позвонил в офис компании. Там нам рассказали, что лавочка — результат коллаборации с фирмой, занимающейся полами с подогревом. Поэтому она теплая в буквальном смысле: планируется, что и сиденье, и спинка в любую пору года будут удерживать температуру +25 градусов. — Поэтому у нее такая форма. Нужна теплопроводность. Голый бетон — некрасиво, положили гранит, — пояснил директор Сергей Алексеевич. — Лавочка еще не закончена, справа и слева в клумбочках будут вечнозеленые растения. Их должны наши партнеры поставить в понедельник или вторник. Но после того, как появился интерес к лавочке в интернете, позвонил, попросил сделать уже сегодня. Мы просто не ожидали такого отклика. Свою часть работы сделали, но партнеры еще день-два [взяли на доработку] ... Уже сегодня включат подогрев, будет и спинка тепленькая, и сиденье. Ну, чтобы если вдруг стало прохладненько, люди сели и погрелись. — При установке вы не задумывались о том, что лавочка напоминает надгробие? — Идея вообще взята из интернета. Дизайнер наших партнеров нашел. Показалось, что будет очень уютно и комфортно, вот и сделали. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",b16881a02c53dedfed5f48f36916673f79fb11421a39b18a8bf60c34a2ea098c,2683,false,2235,generic_html,Брестская область,Брест,,,
