semantic_contract_version,url,source,source_country,published_at,discovered_via,title,regex_relevance_decision,pipeline_final_stage,prefilter_status,rejection_reason,semantic_model_text,semantic_text_sha256,semantic_text_chars,semantic_text_truncated,original_text_length,extraction_strategy,event_region,event_locality,event_object,event_problem,event_signature
1.0,https://auto.onliner.by/2026/09/05/otvleklas-ot-upravleniya-dvoe-detej-posle-dtp-okazalis-v-bolnice,Onlíner,Беларусь,2026-09-05T12:21:07+00:00,feed:https://www.onliner.by/feed | homepage,«Отвлеклась от управления». Двое детей после ДТП оказались в больнице - Авто Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: «Отвлеклась от управления». Двое детей после ДТП оказались в больнице - Авто Onlíner
SUMMARY: Сегодня около 13 часов в Белыничском районе возле деревне Ермоловичи Nissan врезался на тросовое ограждение на трассе. Пострадали двое детей. Читать далее…
TEXT: Сегодня около 13 часов в Белыничском районе возле деревне Ермоловичи Nissan врезался на тросовое ограждение на трассе. Пострадали двое детей. — 38-летняя могилевчанка, управляя автомобилем Nissan, по предварительной информации, отвлеклась от управления и совершила наезд на тросовое ограждение, — прокомментировали происшествие в ГАИ. Двое детей (3-летняя девочка и 6-летний мальчик) с травмами доставлены в больницу. Уточняется, что один из них перевозился без детского удерживающего устройства. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",1b4f4eedf87807f7d1c508d405624c63c600730bf512922ab523d26156ec8945,909,false,646,generic_html,,,медицина,,
1.0,https://tech.onliner.by/2026/09/05/vystavka-luchshix-snimkov-o-nauke,Onlíner,Беларусь,2026-09-05T11:29:21+00:00,feed:https://www.onliner.by/feed | homepage,Аневризма аорты и эмбрион дрозофилы: в Минске открылась выставка лучших снимков о науке - Технологии Onlíner,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Аневризма аорты и эмбрион дрозофилы: в Минске открылась выставка лучших снимков о науке - Технологии Onlíner
SUMMARY: Найдите возможность добраться до Центрального ботанического сада НАН Беларуси: в субботу и воскресенье здесь проходит выставка научных снимков — это очень красиво и местами странно. Фотографии предоставил телеканал «Наука» — российский научно-популярный канал. Вход свободный. Читать далее…
TEXT: Найдите возможность добраться до Центрального ботанического сада НАН Беларуси: в субботу и воскресенье здесь проходит выставка научных снимков — это очень красиво и местами странно. Фотографии предоставил телеканал «Наука» — российский научно-популярный канал. Вход свободный. Это часть Фестиваля науки , который проходит в Ботаническом саду. Выставка составлена из работ участников конкурса «Снимай науку!», который ежегодно проводит канал «Наука». Фундаментальный партнер конкурса — Российский научный фонд. Организаторы сообщают, что в этом сезоне на конкурс поступило около тысячи уникальных кадров, показывающих красоту науки, на выставке представлены два десятка. Среди сюжетов — насекомое, застывшее в янтаре, первые мгновения жизни эмбриона дрозофилы под микроскопом, медузы в аквариуме и морские звезды на глубине, звездное скопление Плеяды в созвездии Тельца, аневризма аорты, дендриты и кристаллиты, образованные при нанесении наночернил, споры древних вымерших растений. Макро- и микромиры запечатлены с помощью специального оборудования. Фотографии размещены на космической аллее фольгированных деревьев. Время работы выставки: с 11:00 до 19:00. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Перепечатка текста и фотографий Onlíner без разрешения редакции запрещена. ga@onliner.by",cef8351b063fe9a061ffa97f1aca8fe19fa3dfab86d75566a35a6768378e3cd1,1819,false,1397,generic_html,Минск,Минск,,,
1.0,https://auto.onliner.by/2026/09/05/belorus-vlozhil-bolshe-12-000-rublej-v-dorabotki-dlya-belgee-s50-vot-chto-poluchilos,Onlíner,Беларусь,2026-09-05T10:27:58+00:00,feed:https://www.onliner.by/feed | homepage,Белорус вложил больше 12 000 рублей в доработки для Belgee S50. Вот что получилось - Авто Onlíner,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Белорус вложил больше 12 000 рублей в доработки для Belgee S50. Вот что получилось - Авто Onlíner
SUMMARY: Владелец вложил в доработки для Belgee S50 больше 12 000 рублей ($4000) и показал результат в Treads. Оценили, конечно, не все. Читать далее…
TEXT: Владелец вложил в доработки для Belgee S50 больше 12 000 рублей ($4000) и показал результат в Treads. Оценили, конечно, не все. Из очевидного тюнинга — диски. Автолюбитель перечислил и другие доработки в комментариях. Среди них: антикоррозийная обработка, шумоизоляция, магнитола с камерами обзора на 360 градусов, «монобровь» (вероятно, имеется ввиду сплошная светодиодная линия сзади, как у Geely Emgrand), амбиентная подсветка, беспроводная зарядка, «кастом занижение», «коррекция педали» и другое. Не всем пользователям новый образ Belgee пришелся по вкусу. «Что-то как-то не идет ей», «Красиво, но а толку, если она совсем не едет», «В семье не без джиливода», «Какая же машина нелепая», — это из цензурного. Но хватило и тех, кто тюнинг S50 оценил. А как вам? Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",8b065ccfa9e49836f115e77fce4c5332c56521dc6460f3a1ffaf3c6a02a6353d,1177,false,915,generic_html,,,,,
1.0,https://people.onliner.by/2026/09/05/poshli-normalnye-griby,Onlíner,Беларусь,2026-09-05T09:19:49+00:00,feed:https://www.onliner.by/feed | homepage,"Белые, польские, маслята, опята: пошли нормальные грибы (не везде) - Люди Onlíner",REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: Белые, польские, маслята, опята: пошли нормальные грибы (не везде) - Люди Onlíner
SUMMARY: Мы достаточно терпели, глядя, как грибы выстреливают то в одном, то в другом углу страны. Видя иллюзорные успехи единиц, остальные грибники отправлялись проверять свои заветные места — и возвращались ни с чем. Самые слабые духом сетовали: «Этот год потерян…» Но, похоже, погодная истерика таки дала результат: буквально на днях рванули благородные грибы. Не везде! С помощью Грибного чата выясняем, куда можно ехать, а куда… все равно можно. Читать далее…
TEXT: Мы достаточно терпели, глядя, как грибы выстреливают то в одном, то в другом углу страны. Видя иллюзорные успехи единиц, остальные грибники отправлялись проверять свои заветные места — и возвращались ни с чем. Самые слабые духом сетовали: «Этот год потерян…» Но, похоже, погодная истерика таки дала результат: буквально на днях рванули благородные грибы. Не везде! С помощью Грибного чата выясняем, куда можно ехать, а куда… все равно можно. Боровики, маслята, польские, лисички, даже осенние опята, похоже, среагировали на скачки температуры и странно распределенные дожди. Грибники сейчас соревнуются в скорости и силе с червями, за каждый гриб разгорается схватка. Подключайтесь, теперь пора. Имейте в виду: некоторые районы до сих пор молчат. Это не значит, что тамошние леса не надо проверять. Но особенно поднапрячься надо тем, чьи места мелькают в отчетах. Андрей из Новогрудского района сообщает: «Лисичек — тьма. Подберезовиков — полутьма, но либо червивые, либо дряхлые. Подосиновиков — много, но все большие. Боровиков — несколько…» То есть многие грибы успели проскочить мимо людей. Ирина из Вилейского района предупреждает наивных, которые верят монетизаторам с их гипнотическими картинками: грибы выскочили местами, не потеряйте выходные. «Лес, который был богат боровиками, красноголовиками и прочими, сегодня пуст». Говорит, лично ей только за счет воли к победе удалось что-то собрать. Михаил утверждает, что за 30 минут набрал полведра в районе медгородка в Новополоцке. На снимках видны белые, опята, грузди… А Марина показала, что творится внутри самого города. Там творятся боровики, прямо под качелями. Логойск выглядит неплохо в исполнении пользователя по имени Avgera. Есть смысл подождать пару дней и посетить также Кобринский район. Некто Haldei показал тамошние робкие красоты. В Борисовском районе что-то начинается, Алексей шлет фото. Столбцовский район пока способен дать подберезовики и лисички, фото от Дмитрия. Неоднозначная информация поступает с юго-западных рубежей. Брестская область почти захвачена инвазивными золотистыми боровиками, но Елена довольна. До северо-востока эта золотая напасть, похоже, пока не добралась. Витебск блещет традиционными ценностями: белыми, подосиновиками, опятами. Евгений регулярно шлет оттуда отчеты. Под Пуховичами массово заколосились опята, за них с превосходящими силами червей сражается участник чата Евгений. В Березинском районе тоже нашествие маслят, им противостоит Паша. В Могилевском районе с маслятами схватился Сергей. Ему предстоит веселая ночь. Окрестности Ракова в Воложинском районе ломятся от польских боровиков, утверждает грибник Алексей. Под Пуховичами прорвались подосиновики, их всех принял на себя грибник Вова. Ирина из Вилейского района жалуется: мало! Любовь из Копыля демонстрирует свою коллекцию: польские и немного белых. Мари описывает, как обстоят дела в Верхнединском районе: «Очень много лисичек. Боровиков мало целых, почти все червивые». Смотрите, как по-разному может выглядеть Налибокская пуща. На первом снимке — такой ее видит пользователь Сергей. На втором — такой она предстала Максу. Мелкие, но обильные осенние опята рановато очнулись в Дзержинском районе. Денис подтвердит. Под Заславлем тоже полезли опятки, сообщает Александр. И с ними один белый на всю округу. Юля в Минском районе тоже настригла малышей. Мозырский район, как известно, расположен в другой вселенной. Там в любое время года каждый выносит из лесу охапки боровиков. «Сегодня флеш-рояль, — предъявляет корзину с белыми E. V. — Дубовые, сосновые, еловые и березовые… „ Имейте в виду: эти выходные будут бурными. Белгидромет объявил оранжевый уровень из-за ветра и ливней на субботу. Похоже, продлит его и на воскресенье. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Перепечатка текста и фотографий Onlíner без разрешения редакции запрещена. ga@onliner.by",960955ddbb6a507ebe153ba3f00679984217cd030fbda8cfa6b34220696ab341,4500,false,3940,generic_html,,,,,
1.0,https://tech.onliner.by/2026/09/05/novaya-karta-mira,Onlíner,Беларусь,2026-09-05T11:07:57+00:00,feed:https://www.onliner.by/feed | homepage,В ООН одобрили новую карту мира - Технологии Onlíner,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: В ООН одобрили новую карту мира - Технологии Onlíner
SUMMARY: Организация Объединенных Наций проголосовала за принятие резолюции, призывающей мир к отказу от традиционной карты мира с проекцией Меркатора в пользу карты, которая более точно отображает размеры Африки и других стран планеты. 164 страны проголосовали за резолюцию. Только США проголосовали против, еще шесть стран воздержались. Читать далее…
TEXT: Организация Объединенных Наций проголосовала за принятие резолюции, призывающей мир к отказу от традиционной карты мира с проекцией Меркатора в пользу карты, которая более точно отображает размеры Африки и других стран планеты. 164 страны проголосовали за резолюцию. Только США проголосовали против, еще шесть стран воздержались. Одним из главных инициаторов отказа от привычной карты мира стала Того, возглавившая кампанию от имени Африканского союза. Представители страны заявили, что резолюция «признает и подтверждает, что непропорциональные картографические представления, особенно те, которые являются результатом проекции Меркатора, имели долгосрочные когнитивные, образовательные, культурные, геополитические и социально-экономические последствия, способствуя резкому уменьшению воспринимаемого размера Африки и других регионов мира в глобальном коллективном сознании». Дело в том, что карта мира, построенная на проекции Меркатора, которая долгие годы была стандартом, на самом деле искажает реальные размеры стран. Из-за особенностей проекции, которая изначально была придумана для мореплавателей, регионы, расположенные вблизи экватора, кажутся значительно меньше, чем есть на самом деле, в то время как области вблизи полюсов выглядят намного больше. Например, на традиционной карте Африка показана примерно такого же размера, как Гренландия, но континент в 14 раз больше всей территории Дании, куда входит и Гренландия. Вместо карты мира с проекцией Меркатора предлагается использовать разработанную международной командой картографов карту проекта Equal Earth, на которой гораздо точнее отображены реальные размеры стран. Как отмечает The Guardian, резолюции ООН не имеют обязательной юридической силы, поэтому страны и учреждения не будут обязаны использовать только новую проекцию и им не будет запрещено использовать старую. Однако ожидается, что это приведет к обновлению учебных программ и повседневных технологий. Например, Франция уже выразила стремление принять новый стандарт. «Мы откажемся от проекции Меркатора в пользу картографических изображений, адаптированных к конкретным задачам, более точно отражающих реальные площади поверхностей и соответствующих рекомендациям картографов и ученых», — заявил министр иностранных дел Жан-Ноэль Барро. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",215a300f8c7ae36028f41866b235f043a9a22b3020fd835b4699b0b4980df7aa,2838,false,2419,generic_html,,,,,
1.0,https://auto.onliner.by/2026/09/05/vozle-stolichnogo-cirka-geely-vrezalsya-v-avtobus-i-vletel-v-fonar-postradal-podrostok,Onlíner,Беларусь,2026-09-05T09:24:40+00:00,feed:https://www.onliner.by/feed | homepage,Возле столичного цирка Geely врезался в автобус и влетел в фонарь. Пострадал подросток - Авто Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: Возле столичного цирка Geely врезался в автобус и влетел в фонарь. Пострадал подросток - Авто Onlíner
SUMMARY: Авария возле столичного цирка на проспекте Независимости произошла вчера вечером. Один человек был доставлен в больницу. Читать далее…
TEXT: Авария возле столичного цирка на проспекте Независимости произошла вчера вечером. Один человек был доставлен в больницу. — 29-летняя водитель электромобиля Geely при перестроении столкнулась с автобусом МАЗ. От удара легковушка совершила наезд на осветительную мачту, — рассказали в ГАИ. 17-летняя пассажирка автобуса доставлена в больницу для обследования. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",5cc4e9f6590d0b79a6e91153d463fd6d194777bb11ebaf62c4294a8bf249092d,916,false,657,generic_html,,,,,
1.0,https://people.onliner.by/2026/09/05/gribniki-zabludilis-v-lesu-oni-sami-pozvonili-v-mchs,Onlíner,Беларусь,2026-09-05T09:26:11+00:00,feed:https://www.onliner.by/feed | homepage,Грибники заблудились в лесу — они сами позвонили в МЧС - Люди Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: Грибники заблудились в лесу — они сами позвонили в МЧС - Люди Onlíner
SUMMARY: В Глубокском районе супружеская пара заблудилась в лесу. Мужчина и женщина сами позвонили в МЧС и попросили о помощи. Читать далее…
TEXT: В Глубокском районе супружеская пара заблудилась в лесу. Мужчина и женщина сами позвонили в МЧС и попросили о помощи. Как выяснилось, в лес они отправились за грибами. Все произошло возле деревни Стуровщины. Работники МЧС сразу выдвинулись в предполагаемый район поиска. Все время спасатели находились на связи с потерявшимися и координировали их действия. Вскоре работники МЧС наткнулись на грибников и вывели их из леса. Медицинская помощь паре не потребовалась. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",f8565433f56d5eaaa074eb6f8dedf9c29f2a8f0fdc2f15d911785de04a45efa2,838,false,614,generic_html,,,,,
1.0,https://auto.onliner.by/2026/09/05/na-samom-zagruzhennom-perekrestke-kamennoj-gorki-izmenilas-sxema-dvizheniya-no-ne-vse-eto-ponyali,Onlíner,Беларусь,2026-09-05T11:11:23+00:00,feed:https://www.onliner.by/feed | homepage,На самом загруженном перекрестке Каменной горки изменилась схема движения. Но не все это поняли - Авто Onlíner,REJECT,relevance_rejected,possible,Evidence Binding: тема и проблема связаны только глубоко в тексте,"TITLE: На самом загруженном перекрестке Каменной горки изменилась схема движения. Но не все это поняли - Авто Onlíner
SUMMARY: Перекресток улиц Притыцкого и Лобанка (возле ТЦ Green City) в столице можно назвать самым загруженным в Каменной горке. С сентября тут произошли важные изменения. Теперь с Лобанка на улицу Притыцкого нельзя повернуть налево в сторону МКАД. Исключение — только для общественного транспорта. Вот только не все автолюбители даже спустя (почти) неделю в курсе о нововведениях. Читать далее…
TEXT: Перекресток улиц Притыцкого и Лобанка (возле ТЦ Green City) в столице можно назвать самым загруженным в Каменной горке. С сентября тут произошли важные изменения. Теперь с Лобанка на улицу Притыцкого нельзя повернуть налево в сторону МКАД. Исключение — только для общественного транспорта. Вот только не все автолюбители даже спустя (почти) неделю в курсе о нововведениях. Многие водители продолжают по привычке поворачивать налево с Лобанка. Пользователи соцсетей публикуют в Threads и TikTok, как сразу после запрещенного ныне маневра автолюбители тут же попадают на профилактическую беседу (а может, и на штраф) к инспекторам ГАИ. «Это уже народный мем. Шел седьмой день, на запрещенном повороте с Лобанка на Притыцкого все стабильно. Я насчитал шесть знаков, показывающих движение только прямо, плюс яркая красная разметка кирпича. Я предлагаю повесить желтый яркий дорожный знак с надписью „Изменена схема дорожного движения“», — пишет пользователь Threads и публикует фотографии инспекторов ГАИ, которые караулят нарушителей. Некоторые пользователи соцсетей критикуют такое решение по изменению организации движения на перекрестке. Кто-то даже предлагает писать коллективное обращение в ГАИ. В Госавтоинспекции же объясняют нововведения «безопасностью и пропускной способностью». Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",8e186a01e126d96e0c23502bd06b8687ecb814bbe002eb2fd1d9c7806fefcca6,2105,false,1585,generic_html,Могилевская область,Горки,дорога/улица,,
1.0,https://auto.onliner.by/2026/09/05/nepogoda-proshlas-po-oblastyam-bolshe-vsego-postradali-mashiny,Onlíner,Беларусь,2026-09-05T09:23:13+00:00,feed:https://www.onliner.by/feed,Непогода прошлась по областям. Больше всего пострадали машины - Авто Onlíner,REJECT,relevance_rejected,possible,нет связки социальной темы и проблемы,"TITLE: Непогода прошлась по областям. Больше всего пострадали машины - Авто Onlíner
SUMMARY: Непогода прошлась по областям, у МЧС была нелегкая смена. Выезжать пришлось и в Брестской, и в Витебской, и в Гомельской, и в Минской областях и в самом Минске. Читать далее…
TEXT: Непогода прошлась по областям, у МЧС была нелегкая смена. Выезжать пришлось и в Брестской, и в Витебской, и в Гомельской, и в Минской областях и в самом Минске. В Брестской области работники МЧС выезжали дважды, чтобы распилить и убрать упавшие деревья. Случаи произошли в Барановичском районе и Бресте. В областном центре повреждены три легковых автомобиля. Также упавшее дерево решило отыграться на машине в Докшицком районе. А всего в Витебской области спасатели оказывали помощь шесть раз (по два раза в Оршанском и Витебском районах, по одному — в Докшицком и Чашникском). В Гомельской области вечером дерево перегородило движение на переулке Фабричном в Мозыре. Работники МЧС распилили дерево и освободили дорогу. В Минске МЧС освободило из древесного плена дороги и два поврежденных авто. Пострадавших среди людей, к счастью, нет. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",dcecaa2a030780c35d91346a8866177bc08c732aeffd5fb6b67e26deaed3a5df,1411,false,1137,generic_html,Минская область,,,,
1.0,https://sport.onliner.by/2026/09/05/356733,Onlíner,Беларусь,2026-09-05T11:51:10+00:00,feed:https://www.onliner.by/feed | homepage,ПСЖ продлил контракт с главным тренером - Спорт Onlíner,REJECT,relevance_rejected,needs_text,нет связки социальной темы и проблемы,"TITLE: ПСЖ продлил контракт с главным тренером - Спорт Onlíner
SUMMARY: Испанец Луис Энрике, с которым связывают последние успехи клуба, продлил контракт с ПСЖ. Новое соглашение рассчитано до 2030 года. Читать далее…
TEXT: Испанец Луис Энрике, с которым связывают последние успехи клуба, продлил контракт с ПСЖ. Новое соглашение рассчитано до 2030 года. Пресс-служба клуба также сообщила , что парижане продлили контракты до 2031 года с защитниками Виллианом Пачо и Лукасом Бералдо, а также полузащитниками Фабианом Руисом, Сенни Маюлу и Жоау Невешем. В ПСЖ Энрике работает с 2023 года. За это время он трижды с командой побеждал в чемпионате Франции, а также дважды приводил «красно-синих» к победе в Лиге чемпионов. Среди его титулов с ПСЖ также Суперкубок УЕФА (дважды), Межконтинентальный кубок, Суперкубок Франции (трижды). В пятницу ПСЖ провел очередной матч чемпионата Франции и уступил «Монако» со счетом 1:2. После трех туров команда набрала всего два очка и находится на 12-м месте в турнирной таблице. Нравится читать Onlíner? Добавьте наши новости в «Основные источники» Google Есть о чем рассказать? Пишите в наш телеграм-бот . Это анонимно и быстро",06e614283c2bc4bd2498eae5c2f79deff5476cab8af409a42f3b199cc72a3469,1162,false,939,generic_html,,,,,
